Tokens for Kommisar - Springtime
Timestamp: 20260126201528
Shape: torch.Size([9679, 32])
----------------------------------------
Frame | Codebooks (0-31)
4281  | 851  28   549  884  783  512  789  423  553  658  367  560  602  964  645  394  453  34   860  572  840  937  417  790  848  1021 322  974  692  330  635  775 
4282  | 622  440  546  666  679  31   476  952  854  553  440  349  831  895  862  394  964  590  725  656  382  780  382  727  994  400  521  542  802  673  402  946 
4283  | 295  581  911  455  501  793  638  27   637  845  319  228  308  383  488  765  498  54   644  396  318  694  791  556  667  1000 833  490  827  565  997  661 
4284  | 721  244  935  977  640  639  387  793  962  789  320  386  581  1010 392  736  116  392  220  361  984  658  354  769  629  920  586  932  716  791  550  630 
4285  | 474  965  487  502  102  24   480  7    583  890  645  908  527  897  469  704  401  368  734  373  524  993  985  271  692  868  305  670  726  905  918  884 
4286  | 851  115  137  990  61   133  942  218  136  780  860  235  540  1009 593  215  571  142  455  981  229  316  674  835  823  839  637  898  934  541  417  463 
4287  | 474  597  567  356  647  657  135  967  720  539  184  721  950  604  428  279  998  592  850  754  695  747  418  682  288  896  642  672  823  763  956  733 
4288  | 692  73   206  897  760  782  191  148  458  661  582  285  196  458  785  574  420  459  652  377  419  672  580  258  724  965  591  496  675  522  460  570 
4289  | 420  382  878  688  358  751  419  19   619  741  432  856  398  781  754  447  924  670  481  953  871  610  1004 386  881  645  1006 718  1006 898  694  252 
4290  | 959  953  485  37   543  400  714  988  776  925  828  329  513  261  588  836  993  898  161  411  267  924  276  649  205  829  890  590  967  717  961  999 
4291  | 498  903  852  259  968  189  14   440  429  287  691  759  916  261  207  464  393  306  160  479  835  368  895  642  910  402  844  919  871  615  689  487 
4292  | 443  172  877  871  440  187  432  330  664  260  346  371  741  578  552  556  493  818  854  764  627  834  837  804  237  757  833  935  556  876  683  982 
4293  | 355  613  591  864  818  614  852  843  764  676  597  142  479  829  979  1016 140  694  798  878  562  367  894  855  945  584  593  952  935  550  524  221 
4294  | 398  698  862  306  724  277  601  893  596  321  970  394  963  970  363  650  583  606  427  936  727  432  816  442  877  535  829  796  1020 1003 909  773 
4295  | 443  376  253  469  468  292  202  655  286  532  704  646  972  675  977  651  639  113  123  115  419  434  1023 837  645  998  1012 418  583  938  942  832 
4296  | 282  227  956  847  397  648  632  982  737  677  801  317  120  766  443  742  855  192  476  351  583  980  745  657  803  854  979  954  763  677  306  681 
4297  | 785  641  342  632  994  247  541  8    321  1019 256  679  632  1001 549  700  184  910  454  983  855  241  892  564  836  911  963  857  765  667  847  544 
4298  | 97   281  374  835  1005 577  517  113  740  559  879  585  667  432  876  831  462  173  467  507  796  460  623  558  468  760  132  711  669  864  498  657 
4299  | 355  96   485  915  406  257  319  357  671  682  869  518  648  499  280  497  397  671  788  785  540  471  823  710  890  400  321  1000 907  589  911  706 
4300  | 282  978  862  415  307  121  1013 629  635  476  680  472  479  609  759  956  1022 557  503  629  345  955  1006 656  441  282  940  641  960  765  289  459 
4301  | 653  11   513  31   353  387  388  50   463  759  862  940  315  480  730  359  27   599  930  682  637  507  707  471  765  865  680  871  713  786  875  511 
4302  | 295  975  445  54   358  437  107  12   323  865  391  355  287  899  201  345  592  899  834  684  995  742  770  843  547  983  887  665  982  552  299  543 
4303  | 364  48   167  330  654  78   595  377  211  1011 998  488  1000 957  236  787  866  182  160  853  501  841  423  901  501  610  544  287  511  809  635  740 
4304  | 2    152  258  750  167  792  726  634  877  334  725  652  997  591  987  1006 165  228  179  205  702  950  483  228  785  1006 406  621  893  784  652  425 
4305  | 217  825  313  275  766  751  438  711  161  682  416  326  610  545  706  764  361  274  328  519  305  761  198  859  265  720  494  728  910  953  325  670 
4306  | 474  80   487  970  213  216  447  535  1016 610  435  696  685  964  514  466  539  428  24   802  467  685  722  832  855  469  985  857  754  565  321  1009
4307  | 295  113  479  263  465  442  972  807  835  740  367  715  497  475  714  502  649  990  445  451  232  570  593  520  725  312  765  779  617  497  452  744 
4308  | 686  506  1010 217  943  130  294  806  791  878  470  700  695  391  485  987  735  233  976  1000 529  215  377  818  869  466  677  674  957  572  797  1010
4309  | 529  80   143  169  152  319  465  504  417  544  961  898  966  377  672  287  278  252  122  201  984  294  836  813  629  467  988  824  511  459  321  631 
4310  | 663  463  953  203  232  1007 296  131  261  398  722  701  743  940  831  972  959  204  481  724  560  619  724  711  1023 665  301  289  934  888  673  1007
4311  | 542  651  225  800  461  421  53   755  667  742  883  514  832  602  862  998  666  416  228  912  297  692  551  986  825  556  662  881  951  497  576  878 
4312  | 295  666  698  658  552  888  740  615  680  609  367  1018 899  322  391  895  966  711  351  717  503  876  1002 799  994  694  920  1019 1003 766  891  1007
4313  | 295  656  406  182  512  202  362  885  976  605  502  757  744  638  932  494  735  915  588  152  906  789  961  718  804  969  427  641  580  465  628  928 
4314  | 686  582  64   262  572  59   62   147  624  811  254  581  273  702  655  217  259  508  617  829  380  586  951  537  545  439  785  508  644  745  814  640 
4315  | 752  123  81   611  934  778  953  854  481  763  858  920  713  976  835  264  440  228  249  559  613  473  274  181  979  578  466  552  899  902  895  929 
4316  | 156  319  293  754  441  908  761  955  657  763  571  594  514  762  383  352  715  841  229  791  877  518  653  380  866  626  1006 508  843  865  984  315 
4317  | 46   10   288  610  246  943  250  462  442  380  156  209  506  913  654  688  675  17   500  993  617  551  477  558  608  647  1012 986  869  584  257  462 
4318  | 178  171  198  300  542  849  396  607  686  737  644  997  461  286  1009 931  1020 514  350  644  746  891  581  374  842  705  1009 730  975  684  770  1023
4319  | 384  677  285  89   393  556  720  677  915  352  438  966  792  646  840  254  323  228  135  304  980  784  272  776  793  874  466  825  292  902  859  823 
4320  | 741  321  765  263  500  455  882  441  687  603  703  619  560  594  651  847  998  349  987  578  902  460  687  950  755  759  659  418  553  813  246  404 
4321  | 185  430  951  171  449  147  35   376  34   380  216  303  637  851  463  633  895  360  752  282  977  225  1003 284  605  744  810  429  833  934  638  506 
4322  | 525  319  914  343  641  503  368  428  344  549  345  829  331  364  825  336  864  233  72   840  984  532  460  588  384  529  541  380  548  563  776  1014
4323  | 156  152  698  871  558  691  491  462  319  517  161  932  838  966  857  290  394  279  365  668  973  363  585  868  955  780  486  699  659  512  573  744 
4324  | 0    917  632  101  676  877  181  713  197  395  255  741  348  664  472  815  222  88   310  433  548  245  971  978  558  684  639  571  982  562  926  789 
4325  | 166  533  983  64   322  68   334  468  50   571  814  305  172  894  385  1015 390  70   284  180  928  779  746  689  567  612  806  768  988  1006 682  398 
4326  | 4    943  425  482  236  386  560  189  451  350  893  523  811  316  676  876  142  809  535  477  483  578  285  713  793  952  845  474  1022 292  873  796 
4327  | 368  441  714  410  949  668  56   602  835  62   742  922  978  692  648  970  323  98   500  805  679  574  731  744  634  476  845  999  795  960  839  963 
4328  | 77   261  759  534  343  808  697  727  784  949  482  863  655  404  237  527  799  158  284  765  398  932  527  391  875  836  1007 579  258  969  690  398 
4329  | 851  397  176  393  158  774  191  694  1010 236  827  846  1003 671  837  751  787  912  493  455  678  990  281  253  840  468  1012 695  651  852  367  678 
4330  | 243  440  928  606  552  947  742  412  994  1009 370  788  665  815  464  1019 655  768  865  548  998  869  632  768  317  914  883  772  704  971  834  887 
4331  | 295  812  700  225  310  809  877  128  76   476  932  754  550  386  931  1009 905  557  891  594  293  891  873  266  265  937  584  227  853  403  948  570 
4332  | 188  444  561  415  351  373  297  755  737  616  177  430  334  370  611  631  187  49   563  800  835  741  684  816  254  987  596  238  842  670  813  427 
4333  | 243  74   1017 191  878  531  119  812  812  859  990  372  530  318  125  521  499  694  274  394  188  650  917  679  734  660  712  819  939  1005 807  570 
4334  | 663  176  932  566  419  352  438  131  891  178  422  651  554  448  995  1002 893  713  836  721  558  916  973  785  891  975  900  287  477  728  544  919 
4335  | 243  597  679  868  102  873  946  747  426  504  898  145  651  679  798  793  712  707  839  224  744  732  528  485  1018 291  772  1022 674  763  273  900 
4336  | 569  963  773  821  719  887  373  601  334  716  763  498  245  447  457  586  683  557  931  794  764  199  585  702  830  646  592  666  321  522  651  738 
4337  | 663  912  144  281  992  613  512  974  952  374  947  459  422  156  846  556  606  517  949  1021 475  419  763  995  1020 435  994  958  659  631  971  716 
4338  | 689  550  960  688  106  947  962  261  620  819  865  753  699  297  791  288  456  274  959  431  544  368  585  565  588  934  1009 256  291  1016 456  888 
4339  | 361  963  519  947  259  523  239  510  709  702  476  915  933  618  949  519  872  234  411  840  242  687  551  920  295  702  196  738  495  701  452  634 
4340  | 620  979  26   85   131  880  168  240  687  895  666  324  1021 847  631  629  988  667  406  551  946  751  473  608  993  294  937  885  457  539  542  669 
4341  | 919  916  75   1012 215  859  618  846  456  610  370  704  377  762  770  906  919  401  766  447  897  669  525  884  859  584  274  1012 410  688  879  906 
4342  | 97   550  315  415  625  812  692  797  302  601  648  884  202  940  474  367  336  326  1016 915  863  927  295  824  476  754  987  286  293  943  997  572 
4343  | 873  447  605  159  993  849  721  236  517  680  218  482  112  619  540  889  735  274  111  269  777  514  724  176  799  790  901  590  631  463  257  896 
4344  | 60   96   352  728  699  194  293  877  634  644  557  355  987  801  588  356  501  539  942  510  569  651  734  255  232  581  691  489  926  654  806  669 
4345  | 232  283  784  835  628  648  279  568  255  944  850  443  976  710  598  615  303  606  711  800  411  715  595  730  669  689  970  735  618  822  725  506 
4346  | 249  664  66   777  470  404  418  424  994  745  184  680  992  318  696  399  797  732  485  544  562  892  1020 810  710  792  904  659  247  575  759  918 
4347  | 513  639  723  614  630  8    1017 869  862  772  338  325  622  271  379  709  960  374  568  389  627  918  653  380  1021 376  593  609  867  632  914  681 
4348  | 60   533  938  250  18   514  891  869  449  891  830  356  632  729  414  723  438  130  756  435  665  155  548  667  1004 673  715  287  737  788  555  700 
4349  | 962  553  421  505  874  198  731  789  956  182  785  587  868  154  581  522  345  455  787  648  548  846  303  562  877  597  233  310  760  604  589  914 
4350  | 4    456  652  937  943  650  381  634  289  208  520  337  321  988  1023 1015 426  847  879  172  517  722  675  727  648  552  653  615  731  480  1019 498 
4351  | 357  319  392  588  354  190  836  721  268  993  446  357  922  742  361  101  878  187  586  937  546  698  393  176  791  842  892  306  721  604  709  244 
4352  | 718  78   625  925  1013 216  330  333  812  289  618  679  790  981  872  258  145  847  774  989  778  239  200  947  920  666  937  251  871  682  653  720 
